external_gene_name	E11	E12	E13	E14	E15	E16	E18	P0	CtrlUnInj
SEMA5A	2.61	9.29	12.030000000000001	10.535	7.68	8.66	8.1	3.23	10.665
SEMA5B	19.985	48.245000000000005	47.695	34.475	10.285	27.2	15.41	8.155	5.62
SEMA6A	20.735	34.81	38.185	27.34	21.585	23.700000000000003	23.325	23.975	9.265
SEMA6B	0.28500000000000003	1.52	4.18	3.515	9.075	11.49	9.405000000000001	14.32	18.205
SEMA6C	2.175	14.68	27.02	11.82	19.435000000000002	26.41	19.23	22.08	5.03
SEMA6D	2.385	7.295	16.015	19.32	14.55	24.695	19.725	13.195	19.799999999999997
SEMA7A	0.07500000000000001	0.5549999999999999	0.515	1.19	3.595	2.0949999999999998	3.2600000000000002	1.795	53.065
SENP1	26.674999999999997	38.14	34.51	23.759999999999998	19.450000000000003	21.255	23.66	8.795	6.205
SENP2	26.25	38.010000000000005	38.62	29.96	30.589999999999996	28.490000000000002	32.18	23.08	37.42
SENP3	69.77000000000001	90.565	93.39	81.1	72.295	79.78	79.39	59.215	55.76
SENP5	10.915	10.8	20.104999999999997	14.795	6.895	14.030000000000001	11.36	7.85	21.42
SENP6	24.405	53.79	61.195	48.769999999999996	52.715	48.075	45.765	35.195	51.085
SENP7	9.079999999999998	20.25	23.11	24.225	25.595	25.075	27.105	13.795	14.9
SENP8	6.890000000000001	10.775	9.835	7.734999999999999	6.745	6.3149999999999995	6.67	1.395	5.58
SEPHS1	69.105	114.88	108.30000000000001	82.08	78.63	66.315	73.245	31.85	11.68
SEPHS2	44.334999999999994	64.64	53.665	37.61	50.885000000000005	36.875	45.84	60.935	16.25
SEPSECS	5.215	8.115	8.19	7.555	6.6	7.56	7.63	3.5	6.18
SERAC1	4.18	7.215	10.125	9.530000000000001	7.25	11.075	9.155	3.945	8.25
SERBP1	66.28999999999999	110.88499999999999	96.13999999999999	68.45	70.105	61.55	66.36	60.135000000000005	52.485
SERF1	77.39	154.595	263.8	288.55499999999995	345.73	326.225	349.565	386.065	39.795
SERF2	239.06	337.97	378.33500000000004	369.33500000000004	336.17499999999995	280.59000000000003	285.525	276.75	141.45499999999998
SERGEF	9.645	17.119999999999997	17.285	23.5	23.095	27.505	25.06	40.97	12.840000000000002
SERHL	26.945	35.825	32.769999999999996	29.095	28.19	26.665	23.29	33.114999999999995	4.56
SERINC1	65.12	140.20999999999998	174.875	225.385	344.115	306.8	381.28499999999997	376.435	868.02
SERINC2	31.625	67.21000000000001	75.92	86.13	72.53999999999999	76.16499999999999	67.8	19.765	2.43
SERINC3	12.525	23.41	28.03	20.72	31.155	23.27	30.005000000000003	24.485	144.145
SERINC4	0.11499999999999999	0.615	0.71	0.75	0.875	1.215	1.105	1.275	0.33499999999999996
SERINC5	4.3100000000000005	4.994999999999999	7.050000000000001	9.0	11.475	16.42	16.75	8.125	20.155
SERP1	150.45499999999998	210.03	188.995	158.305	155.625	138.45	162.575	100.965	57.855000000000004
SERP2	10.440000000000001	19.325	29.335	55.29	107.6	98.41	101.35	213.03	70.4
SERPINA10	0.01	0.005	0.005	0.05	0.05	0.02	0.05	0.035	0.0
SERPINA11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0
SERPINA12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.025
SERPINA16	0.0	0.0	0.015	0.02	0.0	0.0	0.025	0.015	0.0
SERPINA1A	0.0	0.0	0.0	0.785	0.0	0.745	0.0	0.0	0.405
SERPINA1B	0.025	0.0	0.04	1.5150000000000001	0.0	1.31	0.0	0.0	0.62
SERPINA1C	0.01	0.0	0.0	0.6	0.0	0.335	0.0	0.0	0.435
SERPINA1D	0.0	0.0	0.0	0.07	0.0	0.035	0.025	0.0	0.29
SERPINA1E	0.0	0.0	0.0	0.45499999999999996	0.0	0.605	0.0	0.035	0.16
SERPINA1F	0.0	0.0	0.0	0.015	0.015	0.01	0.0	0.0	0.0
SERPINA3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA3B	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0
SERPINA3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085
SERPINA3F	0.12	0.255	0.115	0.10500000000000001	0.36	0.08499999999999999	0.275	0.085	0.02
SERPINA3G	0.095	0.11	0.065	0.135	0.21000000000000002	0.265	0.13	0.405	1.02
SERPINA3H	0.0	0.0	0.0	0.0	0.075	0.04	0.0	0.065	0.035
SERPINA3I	0.045	0.035	0.035	0.0	0.0	0.08	0.0	0.02	0.0
SERPINA3J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA3K	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38
SERPINA3M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA3N	0.0	0.0	0.0	0.0	0.065	0.02	0.14	2.095	6.470000000000001
SERPINA4-PS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA6	0.0	0.0	0.0	0.39	0.0	0.2	0.02	0.045	0.0
SERPINA7	0.005	0.08	0.0	0.01	0.0	0.025	0.0	0.03	0.02
SERPINA9	0.005	0.005	0.0	0.015	0.08	0.03	0.08	0.16	3.2350000000000003
SERPINB10	0.0	0.08	0.01	0.04	0.0	0.0	0.0	0.0	0.0
SERPINB11	0.0	0.01	0.015	0.0	0.035	0.0	0.08	0.06	0.055
SERPINB12	0.02	0.0	0.0	0.02	0.0	0.0	0.025	0.0	0.025
SERPINB13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB1A	0.195	0.44	0.245	0.27	0.8400000000000001	0.565	1.02	2.825	12.280000000000001
SERPINB1B	0.02	0.045	0.35	1.76	3.325	2.06	2.25	1.705	2.465
SERPINB1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.035
SERPINB2	0.01	0.29000000000000004	0.78	1.055	0.2	0.26	0.185	0.16	0.1
SERPINB3A	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.025	0.0
SERPINB3B	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0
SERPINB3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB3D	0.0	0.0	0.0	0.0	0.0	0.02	0.03	0.055	0.0
SERPINB5	0.005	0.06	0.085	0.0	0.02	0.0	0.01	0.055	0.19
SERPINB6A	16.35	28.275	26.85	23.880000000000003	35.95	30.854999999999997	34.115	41.695	47.285
SERPINB6B	0.235	0.395	0.355	0.495	1.345	0.865	1.03	2.305	2.25
SERPINB6C	0.04	0.075	0.16	0.055	0.215	0.22	0.225	0.17	0.16
SERPINB6D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB6E	0.0	0.0	0.035	0.03	0.0	0.0	0.0	0.0	0.0
SERPINB7	0.045	0.0	0.015	0.0	0.0	0.0	0.11	0.0	0.08
SERPINB8	0.22000000000000003	0.08499999999999999	0.36	0.33499999999999996	0.185	0.15500000000000003	0.36	0.5	5.13
SERPINB9	0.285	0.61	0.365	0.425	1.04	1.01	1.3599999999999999	1.92	7.47
SERPINB9B	0.0	0.06	0.025	0.060000000000000005	0.27	0.21000000000000002	0.24000000000000002	0.12	0.01
SERPINB9C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB9D	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB9E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB9F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB9G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINC1	1.2650000000000001	1.395	2.12	2.87	1.25	3.375	2.07	1.46	0.595
SERPIND1	0.095	0.27	0.25	0.35	1.925	1.17	2.2350000000000003	4.595000000000001	2.735
SERPINE1	0.05	0.035	0.08499999999999999	0.07	0.155	0.10500000000000001	0.11	0.065	0.33
SERPINE2	29.064999999999998	42.41	35.635	25.62	59.055	42.625	62.260000000000005	162.675	122.4
SERPINE3	0.16	0.42500000000000004	0.20500000000000002	0.295	0.315	0.22	0.33999999999999997	0.1	0.0
SERPINF1	57.715	48.56	33.305	14.239999999999998	24.735	20.155	33.835	43.635	6.845
SERPINF2	0.015	0.0	0.035	0.175	0.01	0.12	0.0	0.0	0.115
SERPING1	12.485	26.155	23.869999999999997	19.85	27.175	19.439999999999998	25.015	20.33	3.605
SERPINH1	438.78	182.85500000000002	356.07	213.585	84.52	164.10000000000002	146.495	94.38	9.91
SERPINI1	3.12	16.43	27.1	56.88	107.47	97.23	119.985	86.275	204.855
SERPINI2	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.015	0.0
SERTAD1	9.870000000000001	13.7	10.73	7.15	7.720000000000001	6.105	6.65	5.845	6.68
SERTAD2	14.934999999999999	21.744999999999997	29.03	31.72	21.145	31.085	27.744999999999997	28.785	6.63
SERTAD3	12.695	18.505000000000003	17.38	15.855	11.315000000000001	11.695	12.375	3.915	1.685
SERTAD4	7.115	13.715	20.82	17.02	19.884999999999998	30.11	28.985	23.45	8.875
SERTM1	0.08	0.5449999999999999	0.515	0.74	1.25	0.9650000000000001	1.225	3.535	12.265
SESN1	9.32	17.77	26.085	34.12	49.305	46.489999999999995	52.185	26.545	33.635000000000005
SESN2	6.9350000000000005	7.505000000000001	7.789999999999999	5.5600000000000005	3.135	4.92	4.485	6.76	3.38
SESN3	8.82	20.130000000000003	16.595	11.965	13.265	9.690000000000001	13.105	9.425	25.985
SESTD1	8.55	20.68	25.08	22.299999999999997	30.729999999999997	33.29	36.685	20.835	16.505
SET	523.38	648.54	639.1949999999999	497.995	324.83	369.95000000000005	345.855	311.075	155.265
SETBP1	2.2649999999999997	7.9	11.25	11.435	11.2	11.365	11.22	4.795	5.49
SETD1A	8.9	23.195	19.244999999999997	16.955	14.295000000000002	19.235	15.74	11.27	9.195
SETD1B	3.0549999999999997	10.955	9.190000000000001	7.82	7.175000000000001	8.14	7.845000000000001	4.6	4.005
SETD2	9.995000000000001	23.369999999999997	20.915	15.7	19.525	15.190000000000001	19.235	7.955	14.184999999999999
SETD3	41.195	65.47	88.88	75.5	73.63499999999999	85.33	87.11	82.66999999999999	100.295
SETD4	5.925000000000001	7.04	8.719999999999999	8.59	9.594999999999999	11.030000000000001	9.3	8.21	2.375
SETD5	35.515	63.504999999999995	46.91	44.235	35.64	37.385	38.42	30.189999999999998	39.41
SETD6	16.490000000000002	22.935000000000002	24.79	22.395	22.54	23.244999999999997	23.0	33.005	11.055
SETD7	2.6950000000000003	3.49	3.975	4.220000000000001	3.75	4.074999999999999	3.93	1.2650000000000001	44.010000000000005
SETDB1	33.515	60.065	56.31	40.455	38.39	38.91	43.635000000000005	22.28	11.545
SETDB2	6.915	9.975000000000001	10.1	7.9350000000000005	7.35	7.6899999999999995	8.11	4.175	3.935
SETMAR	4.285	7.225	6.49	6.0649999999999995	6.605	6.335	5.955	2.4850000000000003	5.955
SETX	7.175000000000001	9.165	15.575	11.74	14.315	11.395	15.864999999999998	9.395	14.75
SEZ6	1.9449999999999998	12.34	48.015	127.02000000000001	133.535	203.78	184.14	169.14499999999998	37.440000000000005
SEZ6L	0.49	4.015	11.085	18.479999999999997	20.305	26.555	24.575000000000003	31.415	32.78
SEZ6L2	0.525	5.255000000000001	8.575	15.645	29.61	25.005000000000003	25.835	37.515	107.535
SF1	109.24	220.675	175.285	113.37	86.575	104.15	102.515	81.49000000000001	72.68
SF3A1	56.3	84.735	70.96	53.16	46.42	44.16	50.39	27.61	17.04
SF3A2	61.980000000000004	93.265	68.625	54.370000000000005	58.195	50.81	57.115	59.4	8.765
SF3A3	143.91	173.78	167.975	143.895	99.52000000000001	109.755	104.85	64.855	20.285
SF3B1	160.885	266.495	324.19	334.395	335.975	328.745	356.275	248.66	134.075
SF3B2	167.925	259.09000000000003	250.71	229.025	192.945	201.57999999999998	204.39499999999998	173.62	56.1
SF3B3	123.755	165.73000000000002	142.42000000000002	105.12	84.25999999999999	89.715	97.44	43.51	18.81
SF3B4	152.12	191.565	159.3	142.44	143.11	127.065	138.45999999999998	144.5	19.12
SF3B5	26.335	31.810000000000002	28.11	27.855	29.189999999999998	22.715	24.84	28.215	4.61
SF3B6	108.345	165.53	191.82	184.155	196.735	149.275	166.375	203.97	72.775
SFI1	7.505	11.940000000000001	15.91	14.719999999999999	7.22	15.06	12.445	6.655	9.185
SFMBT1	12.475	22.064999999999998	21.505000000000003	20.265	16.65	18.025	17.77	9.39	8.615
SFMBT2	0.74	1.185	1.56	1.74	1.685	1.8399999999999999	1.9100000000000001	1.6150000000000002	1.08
SFN	5.025	10.870000000000001	4.42	0.7949999999999999	0.7949999999999999	0.8500000000000001	1.12	0.645	0.355
SFPQ	59.465	142.195	150.4	101.515	88.22	83.84	86.425	55.3	128.195
SFR1	172.45	273.72	264.34000000000003	201.25	183.64	158.77499999999998	181.505	188.96	100.13
SFRP1	55.685	94.52000000000001	91.92500000000001	62.175	26.59	41.07	33.67	20.87	2.74
SFRP2	68.96000000000001	82.72999999999999	78.305	48.84	25.655	32.905	33.335	18.854999999999997	1.3
SFRP4	0.7350000000000001	1.9699999999999998	2.12	2.1799999999999997	2.5549999999999997	1.855	1.85	1.8250000000000002	0.7150000000000001
SFRP5	0.055	0.11499999999999999	0.125	0.11499999999999999	0.67	0.54	0.98	2.5949999999999998	1.485
SFSWAP	12.775	24.64	28.64	23.685000000000002	18.990000000000002	26.93	23.925	25.314999999999998	11.065
SFT2D1	33.515	50.1	72.57	95.975	135.365	127.9	128.35500000000002	180.85500000000002	50.455
SFT2D2	6.8100000000000005	10.754999999999999	9.295	5.4	5.9	4.425	5.4	3.31	8.925
SFT2D3	3.7199999999999998	9.945	8.280000000000001	7.125	7.8149999999999995	8.125	7.53	6.805	3.415
SFTA2	0.0	0.0	0.045	0.0	0.215	0.22	0.0	0.045	0.0
SFTPA1	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.015
SFTPB	0.0	0.0	0.025	0.015	0.03	0.09	0.155	0.15500000000000003	0.0
SFTPC	0.0	0.075	0.0	0.0	0.0	0.605	1.8	0.14	1.0999999999999999
SFTPD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0
SFXN1	50.515	73.255	66.59	65.01	73.43	64.885	69.17	91.675	28.375
SFXN2	6.9399999999999995	7.415	7.335	7.585000000000001	4.02	7.495	5.905	5.205	1.945
SFXN3	3.4349999999999996	12.760000000000002	22.62	30.85	42.25	51.260000000000005	49.04	79.505	34.305
SFXN4	6.0600000000000005	10.01	9.219999999999999	8.995000000000001	9.115	8.59	8.82	7.71	15.09
SFXN5	7.115	10.32	14.035	17.865000000000002	12.745000000000001	20.3	16.31	37.28	45.644999999999996
SGCA	0.015	0.015	0.0	0.045	0.02	0.07500000000000001	0.27	0.1	0.0
SGCB	9.925	15.515	15.815000000000001	15.075	18.89	19.32	23.02	25.895000000000003	32.769999999999996
SGCD	1.085	1.81	2.59	1.7600000000000002	1.275	2.685	1.855	1.625	1.0150000000000001
SGCE	26.125	43.285	47.775000000000006	45.41	45.06	42.69	49.055	31.095	30.15
SGCG	0.0	0.07	0.11	0.1	0.03	0.10500000000000001	0.105	0.09	0.26
SGCZ	0.045000000000000005	0.20500000000000002	0.9199999999999999	1.2000000000000002	1.065	2.005	1.025	1.4	1.7149999999999999
SGF29	34.510000000000005	50.445	35.41	49.849999999999994	53.46	44.58	48.75	51.25	7.83
SGIP1	4.295	10.39	22.65	32.31	25.115000000000002	45.275	37.57	40.53	80.81
SGK1	10.635	17.9	19.18	14.455	25.39	23.15	26.925	55.77	60.495
SGK2	0.04	0.02	0.0	0.015	0.01	0.13	0.01	0.13	0.965
SGK3	3.55	6.01	5.62	4.785	6.545	6.199999999999999	7.985	6.0600000000000005	12.74
SGMS1	7.699999999999999	12.850000000000001	10.265	8.53	6.880000000000001	12.355	10.22	11.135	21.095
SGMS2	0.25	0.35	0.635	0.505	0.62	0.445	0.9	0.845	1.1400000000000001
SGO1	27.375	42.525	44.19	35.25	17.31	16.05	13.725	3.165	0.2
SGO2A	13.094999999999999	23.424999999999997	23.18	16.055	9.78	8.120000000000001	8.675	1.635	0.515
SGO2B	0.01	0.01	0.005	0.0	0.02	0.0	0.01	0.075	0.01
SGPL1	31.369999999999997	63.739999999999995	64.675	48.150000000000006	55.69	53.505	57.64	25.445	14.27
SGPP1	2.955	7.45	9.775	7.83	14.415	12.375	14.3	15.3	27.439999999999998
SGPP2	3.645	1.875	1.3050000000000002	0.41500000000000004	0.155	0.475	0.3	0.535	12.795
SGSH	4.125	5.395	4.305	3.81	2.1950000000000003	2.7	2.785	3.0700000000000003	1.48
SGSM1	9.120000000000001	11.879999999999999	11.935	8.995000000000001	6.57	12.475	10.45	11.245000000000001	21.7
SGSM2	3.6	7.04	10.68	8.41	7.965	11.95	10.059999999999999	13.925	17.25
SGSM3	19.65	22.799999999999997	28.545	33.015	35.375	44.495000000000005	46.44	51.61	21.724999999999998
SGTA	132.97	179.33999999999997	188.01	207.01	226.095	222.555	233.965	254.02999999999997	47.33
SGTB	4.625	13.805	18.045	21.65	25.84	27.545	30.195	18.2	85.475
SH2B1	22.28	34.92	39.275000000000006	39.305	37.019999999999996	47.095	44.915	46.85	16.73
SH2B2	6.52	12.725000000000001	16.115	14.13	15.575	23.055	22.435000000000002	17.28	1.025
SH2B3	2.895	7.4350000000000005	5.9399999999999995	3.96	4.135	5.135	4.48	4.54	4.949999999999999
SH2D1A	0.16	0.495	0.995	1.665	2.275	3.33	2.9450000000000003	4.215	0.035
SH2D1B1	0.0	0.0	0.035	0.03	0.035	0.035	0.06	0.01	0.015
SH2D1B2	0.0	0.03	0.035	0.0	0.0	0.0	0.035	0.0	0.035
SH2D2A	0.045	0.005	0.005	0.02	0.005	0.01	0.02	0.0	0.0
SH2D3C	15.899999999999999	26.29	26.72	21.73	26.36	32.45	33.34	37.989999999999995	5.435
SH2D4A	0.1	0.09	0.16	0.04	0.05	0.06	0.035	0.18	0.19999999999999998
SH2D4B	0.235	0.925	1.15	1.8399999999999999	1.365	1.755	1.225	0.56	0.75
SH2D5	0.195	0.385	1.1600000000000001	2.29	3.5949999999999998	5.23	4.55	10.35	28.69
SH2D6	0.275	0.5	0.615	1.2349999999999999	0.49	0.53	0.44	0.35	0.6
SH2D7	0.0	0.0	0.045000000000000005	0.23500000000000001	0.08499999999999999	0.15	0.07	0.03	0.05
SH3BGR	0.7949999999999999	0.73	0.725	0.8049999999999999	0.8049999999999999	0.5549999999999999	1.415	2.36	1.65
SH3BGRL	87.125	175.01	194.935	214.465	106.215	225.20999999999998	179.93	124.92	99.755
SH3BGRL2	6.065	10.04	8.445	11.835	21.07	17.049999999999997	19.490000000000002	5.025	14.86
SH3BGRL3	146.14	215.3	218.7	237.315	305.045	274.015	286.07500000000005	482.28999999999996	99.765
SH3BP1	23.990000000000002	45.33	50.555	48.635000000000005	92.295	86.125	91.6	151.10000000000002	75.39
SH3BP2	4.16	5.390000000000001	9.219999999999999	11.780000000000001	12.29	18.29	16.369999999999997	12.370000000000001	1.23
SH3BP4	15.33	23.625	22.1	14.379999999999999	14.42	17.310000000000002	17.325	15.4	3.6550000000000002
SH3BP5	9.76	13.19	31.695	59.004999999999995	33.225	93.73	70.145	126.36	22.565
SH3BP5L	21.955	30.845	39.73	38.290000000000006	30.564999999999998	43.67	42.45	34.44	13.26
SH3D19	4.67	8.61	7.325	4.275	4.835	7.55	7.005000000000001	10.195	7.945
SH3D21	0.84	1.27	1.0	0.335	0.915	0.72	0.825	1.3199999999999998	0.345
SH3GL1	82.155	100.505	105.41	97.64	86.55000000000001	96.775	99.39	79.00999999999999	13.76
SH3GL2	1.25	6.845000000000001	11.485	25.479999999999997	56.040000000000006	60.57	74.31	103.67	172.91
SH3GL3	4.8149999999999995	11.585	17.314999999999998	22.415	44.885	43.66	49.21	81.16	37.625
SH3GLB1	17.38	38.945	46.655	42.709999999999994	51.67	48.675	57.045	57.875	34.685
SH3GLB2	43.480000000000004	57.265	87.33500000000001	94.945	98.325	135.275	120.86	130.45	94.785
SH3KBP1	9.295	20.935000000000002	25.619999999999997	25.625	34.57	43.32	42.83	33.84	20.744999999999997
SH3PXD2A	0.7050000000000001	2.92	2.24	2.31	2.5	1.425	1.9900000000000002	0.74	4.5
SH3PXD2B	12.62	22.26	21.130000000000003	14.295	12.855	14.62	14.115	5.57	2.84
SH3RF1	10.24	23.745	26.705	28.689999999999998	25.674999999999997	28.43	28.935	20.52	6.755000000000001
SH3RF2	0.055	0.13	0.035	0.075	0.10500000000000001	0.13	0.02	0.095	3.42
SH3RF3	0.23	1.49	2.79	5.029999999999999	6.78	10.455	9.0	6.975	5.01
SH3TC1	2.23	2.395	2.9299999999999997	1.5899999999999999	1.355	1.395	2.0149999999999997	1.07	0.515
SH3TC2	2.06	1.5899999999999999	1.5499999999999998	0.6000000000000001	0.6599999999999999	0.72	0.845	0.38	0.715
SH3YL1	7.9350000000000005	14.45	19.68	22.84	31.549999999999997	34.205	35.769999999999996	43.894999999999996	7.025
SHANK1	0.775	3.36	6.785	11.825	10.835	19.91	15.584999999999999	18.369999999999997	44.705000000000005
SHANK2	0.415	1.7149999999999999	2.3899999999999997	3.665	4.165	6.225	5.255	5.775	23.200000000000003
SHANK3	1.3900000000000001	3.205	6.87	6.795	4.46	9.415	6.37	6.75	31.595
SHARPIN	22.18	33.93	38.615	45.19	47.465	53.905	54.36	58.12	17.404999999999998
SHB	1.57	7.085000000000001	9.95	5.725	12.065	10.945	8.975	7.24	5.87
SHBG	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.07500000000000001	0.0
SHC1	27.869999999999997	24.755	24.465	13.530000000000001	9.15	12.42	12.315000000000001	9.8	4.52
SHC2	5.27	6.735	9.075	7.290000000000001	4.65	11.305	6.885	10.485	13.535
SHC3	0.7250000000000001	3.88	3.4450000000000003	2.33	2.385	5.095	3.8600000000000003	5.0	14.94
SHC4	0.755	1.04	1.23	0.705	0.6499999999999999	1.29	1.0	1.4100000000000001	3.5
SHCBP1	53.269999999999996	67.455	55.78	46.17	26.13	24.240000000000002	22.744999999999997	5.535	0.655
SHCBP1L	0.16499999999999998	0.21999999999999997	0.16499999999999998	0.15	0.165	0.345	0.155	0.89	1.545
SHD	15.265	37.19	48.665	57.045	71.32	66.995	64.815	77.4	11.175
SHE	1.1749999999999998	1.7349999999999999	1.385	0.9450000000000001	0.7949999999999999	0.9099999999999999	1.075	0.65	1.375
SHF	2.14	4.825	4.915	5.405	9.379999999999999	8.885000000000002	7.01	6.115	21.525
SHH	1.4100000000000001	1.755	2.96	0.915	0.6699999999999999	0.525	0.64	0.42999999999999994	1.615
SHISA2	14.305	42.75	44.955	23.15	14.2	16.53	13.06	5.145	1.945
SHISA3	0.635	0.675	1.065	0.44000000000000006	0.365	0.43499999999999994	1.515	0.535	0.5349999999999999
SHISA4	33.504999999999995	43.364999999999995	57.16	64.53	55.835	82.35499999999999	65.57000000000001	93.035	63.28
SHISA5	16.42	25.515	28.35	26.450000000000003	36.0	36.83	39.37	61.035	31.709999999999997
SHISA6	0.045	0.375	0.655	1.35	1.555	1.475	1.56	2.755	9.004999999999999
SHISA7	0.32	2.055	3.475	5.23	5.605	7.905	6.88	6.74	29.745
SHISA8	0.38	0.94	1.34	0.51	0.7	0.42500000000000004	0.57	2.58	0.57
SHISA9	0.035	0.6200000000000001	0.9450000000000001	1.6800000000000002	5.699999999999999	4.9399999999999995	5.91	16.495	24.9
SHKBP1	35.43	52.394999999999996	65.35499999999999	72.56	50.085	75.445	65.505	27.545	10.35
SHMT1	61.745000000000005	56.38	42.43	33.894999999999996	12.36	16.2	12.655000000000001	6.495	1.755
SHMT2	60.144999999999996	77.42	71.24000000000001	63.995000000000005	39.53	51.03	48.425	29.759999999999998	6.3999999999999995
SHOC2	29.075000000000003	58.24	53.785	39.45	41.605000000000004	36.915	47.1	34.015	32.55
SHOX2	2.715	7.045	16.055	11.185	5.055	2.2649999999999997	2.67	3.39	11.379999999999999
SHPK	0.41000000000000003	0.685	0.95	1.02	1.065	1.135	1.21	1.575	1.415
SHPRH	10.9	22.54	27.630000000000003	20.634999999999998	23.45	23.195	25.33	8.495	10.895
SHQ1	15.165	15.219999999999999	15.575	13.71	11.77	10.585	11.75	4.85	1.925
SHROOM1	0.775	1.17	1.5899999999999999	1.0550000000000002	1.3399999999999999	1.5950000000000002	1.8449999999999998	1.72	1.7249999999999999
SHROOM2	3.605	10.145	15.27	17.72	26.634999999999998	33.379999999999995	36.39	59.19	48.685
SHROOM3	4.395	10.315	5.045	2.8049999999999997	1.33	1.8900000000000001	1.16	0.47	0.865
SHROOM4	2.855	4.475	3.1950000000000003	1.3450000000000002	1.46	1.1600000000000001	1.2650000000000001	0.4	1.295
SHTN1	2.26	4.609999999999999	10.145	19.814999999999998	45.355000000000004	53.165	61.44	63.23	17.78
SIAE	3.24	5.805	5.195	5.4	7.295	6.01	7.635	7.935	10.04
SIAH1A	27.465	55.095	75.075	71.3	86.94999999999999	88.13	93.995	72.44	22.67
SIAH1B	30.335	42.620000000000005	37.864999999999995	32.4	22.310000000000002	24.645	22.805	14.19	3.62
SIAH2	1.275	3.86	4.705	4.215	6.105	6.24	6.52	10.56	6.535
SIAH3	0.27	4.975	4.765	7.255	5.765000000000001	4.484999999999999	5.085	2.925	2.46
SIDT1	0.09	0.045	0.15	0.57	5.3100000000000005	2.745	6.71	9.67	15.45
SIDT2	13.17	19.8	23.75	20.415	23.405	31.155	31.42	34.095	21.130000000000003
SIGIRR	0.78	0.945	0.855	0.98	1.2149999999999999	1.025	1.305	1.5350000000000001	0.535
SIGLEC1	0.05500000000000001	0.19	0.060000000000000005	0.06	0.145	0.18	0.09	0.16	0.035
SIGLEC15	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIGLECE	0.11	0.395	0.21000000000000002	0.185	0.255	0.11499999999999999	0.135	0.28	0.51
SIGLECF	0.10500000000000001	0.15	0.17	0.03	0.12000000000000001	0.065	0.05	0.15	0.25
SIGLECG	0.04	0.02	0.05	0.0	0.035	0.02	0.045000000000000005	0.07500000000000001	0.045
SIGLECH	0.105	0.30000000000000004	0.44	1.27	2.325	2.225	2.31	2.83	15.19
SIGMAR1	55.95	63.474999999999994	47.504999999999995	42.79	43.379999999999995	38.269999999999996	43.39	30.39	21.245
SIK1	5.35	8.995000000000001	10.175	9.114999999999998	10.375	13.285	11.925	12.17	2.935
SIK2	10.055	13.735	12.61	12.055	11.0	16.455	14.21	15.149999999999999	13.530000000000001
SIK3	2.5	8.68	6.125	3.865	4.359999999999999	6.869999999999999	4.359999999999999	7.45	33.26
SIKE1	24.695	43.675	43.35	30.21	30.835	29.535	29.060000000000002	22.66	19.325
SIL1	13.175	18.7	20.81	19.465	20.71	19.13	21.950000000000003	24.515	8.979999999999999
SIM1	0.455	2.215	3.7	2.19	0.89	0.575	0.585	0.195	0.035
SIM2	0.045	1.0350000000000001	1.2	0.19	0.10500000000000001	0.025	0.05	0.06	0.045
SIMC1	8.365	15.445	16.96	14.805	20.745	20.665	22.865000000000002	7.035	6.495
SIN3A	29.509999999999998	53.57	39.3	32.305	26.240000000000002	22.905	26.88	11.635	9.045
SIN3B	78.8	116.28	121.575	155.35000000000002	199.625	157.58499999999998	175.60500000000002	260.105	28.535
SIPA1	9.725	12.14	11.515	6.46	5.574999999999999	9.115	8.215	9.895	2.8699999999999997
